,degree
5795,1
5796,1
5797,4
5798,5
5799,2
5800,3
5801,12
5802,4
5803,22
5804,4
5805,5
5806,2
5807,3
5808,1
5809,3
5810,12
5811,9
5812,13
5813,5
5814,14
5815,3
5816,13
5817,10
5818,13
5819,22
5820,28
5821,2
5822,19
5823,8
5824,17
5825,7
5826,21
5827,8
5828,4
5829,9
5830,10
5831,12
5832,10
5833,2
5834,7
5835,5
5836,9
5837,9
5838,282
5839,9
5840,15
5841,7
5842,2
5843,5
5844,9
5845,10
5846,7
5847,4
5848,6
5849,8
5850,2
5851,1
5852,1
5853,1
5854,7
5855,4
5856,2
5857,3
5858,2
5859,1
5860,2
5861,4
5862,3
5863,2
5864,1
5865,3
5866,1
5867,2
5868,1
5869,1
5870,4
5871,3
5872,1
5873,1
5874,1
5875,1
5876,2
5877,5
5878,1
5879,1
5880,55
5881,12
5882,47
5883,4
5884,3
5885,1
5886,2
5887,4
5888,8
5889,15
5890,33
5891,2
5892,3
5893,3
5894,1
5895,8
5896,16
5897,10
5898,13
5899,3
5900,2
5901,8
5902,9
5903,7
5904,5
5905,14
5906,17
5907,8
5908,9
5909,23
5910,16
5911,33
5912,10
5913,4
5914,3
5915,24
5916,23
5917,22
5918,12
5919,16
5920,6
5921,17
5922,8
5923,14
5924,15
5925,27
5926,11
5927,9
5928,4
5929,6
5930,21
5931,16
5932,8
5933,51
5934,2
5935,4
5936,6
5937,22
5938,11
5939,15
5940,14
5941,2
5942,5
5943,4
5944,2
5945,50
5946,7
5947,6
5948,15
5949,13
5950,10
5951,5
5952,14
5953,6
5954,15
5955,12
5956,8
5957,14
5958,9
5959,4
5960,17
5961,10
5962,14
5963,12
5964,14
5965,9
5966,4
5967,12
5968,18
5969,8
5970,6
5971,9
5972,7
5973,21
5974,6
5975,8
5976,4
5977,6
5978,4
5979,12
5980,12
5981,8
5982,14
5983,8
5984,11
5985,6
5986,14
5987,11
5988,3
5989,9
5990,10
5991,6
5992,8
5993,9
5994,18
5995,3
5996,21
5997,8
5998,7
5999,14
6000,6
6001,6
6002,7
6003,7
6004,2
6005,10
6006,14
6007,3
6008,8
6009,6
6010,1
6011,3
6012,13
6013,4
6014,9
6015,18
6016,8
6017,11
6018,4
6019,11
6020,22
6021,6
6022,5
6023,5
6024,9
6025,11
6026,13
6027,5
6028,17
6029,3
6030,5
6031,13
6032,12
6033,7
6034,9
6035,4
6036,7
6037,5
6038,7
6039,1
6040,55
6041,4
6042,6
6043,5
6044,5
6045,2
6046,2
6047,3
6048,8
6049,1
6050,4
6051,3
6052,7
6053,8
6054,10
6055,4
6056,21
6057,11
6058,1
6059,15
6060,5
6061,21
6062,4
6063,3
6064,9
6065,5
6066,1
6067,1
6068,7
6069,23
6070,5
6071,4
6072,7
6073,1
6074,4
6075,6
6076,3
6077,10
6078,14
6079,11
6080,8
6081,7
6082,12
6083,9
6084,17
6085,13
6086,15
6087,34
6088,3
6089,3
6090,3
6091,3
6092,1
6093,1
6094,1
6095,5
6096,4
6097,12
6098,4
6099,11
6100,10
6101,4
6102,7
6103,28
6104,3
6105,4
6106,44
6107,4
6108,3
6109,2
6110,5
6111,2
6112,15
6113,9
6114,5
6115,4
6116,18
6117,8
6118,13
6119,2
6120,24
6121,2
6122,6
6123,9
6124,20
6125,2
6126,11
6127,4
6128,8
6129,3
6130,12
6131,22
6132,8
6133,66
6134,4
6135,2
6136,2
6137,4
6138,4
6139,1
6140,1
6141,1
6142,4
6143,18
6144,9
6145,22
6146,21
6147,16
6148,9
6149,24
6150,4
6151,3
6152,3
6153,6
6154,6
6155,1
6156,3
6157,8
6158,14
6159,2
6160,2
6161,27
6162,26
6163,13
6164,4
6165,12
6166,4
6167,2
6168,17
6169,6
6170,5
6171,2
6172,3
6173,16
6174,7
6175,23
6176,5
6177,5
6178,1
6179,3
6180,1
6181,3
6182,1
6183,2
6184,7
6185,10
6186,58
6187,11
6188,5
6189,10
6190,14
6191,10
6192,9
6193,41
6194,12
6195,17
6196,21
6197,18
6198,50
6199,58
6200,9
6201,8
6202,11
6203,12
6204,7
6205,3
6206,8
6207,19
6208,8
6209,6
6210,4
6211,11
6212,4
6213,10
6214,4
6215,9
6216,9
6217,8
6218,11
6219,2
6220,9
6221,67
6222,24
6223,1
6224,45
6225,6
6226,13
6227,1
6228,8
6229,9
6230,5
6231,13
6232,5
6233,6
6234,16
6235,33
6236,4
6237,17
6238,15
6239,3
6240,3
6241,2
6242,11
6243,2
6244,6
6245,9
6246,9
6247,11
6248,1
6249,7
6250,11
6251,5
6252,9
6253,3
6254,12
6255,5
6256,6
6257,29
6258,7
6259,9
6260,6
6261,5
6262,4
6263,1
6264,4
6265,5
6266,9
6267,4
6268,15
6269,8
6270,11
6271,18
6272,13
6273,5
6274,6
6275,4
6276,1
6277,3
6278,31
6279,13
6280,34
6281,6
6282,18
6283,10
6284,11
6285,13
6286,7
6287,9
6288,4
6289,2
6290,1
6291,2
6292,4
6293,2
6294,8
6295,2
6296,4
6297,17
6298,2
6299,5
6300,5
6301,3
6302,8
6303,12
6304,11
6305,7
6306,6
6307,5
6308,11
6309,5
6310,11
6311,13
6312,12
6313,31
6314,24
6315,25
6316,9
6317,14
6318,6
6319,11
6320,4
6321,10
6322,4
6323,4
6324,6
6325,16
6326,4
6327,34
6328,23
6329,2
6330,18
6331,16
6332,4
6333,10
6334,2
6335,9
6336,6
6337,8
6338,3
6339,5
6340,10
6341,3
6342,113
6343,12
6344,10
6345,8
6346,28
6347,2
6348,5
6349,16
6350,18
6351,77
6352,40
6353,8
6354,8
6355,9
6356,69
6357,10
6358,5
6359,35
6360,14
6361,3
6362,5
6363,12
6364,14
6365,8
6366,1
6367,9
6368,11
6369,12
6370,12
6371,15
6372,4
6373,8
6374,28
6375,7
6376,5
6377,9
6378,7
6379,7
6380,12
6381,6
6382,8
6383,9
6384,12
6385,12
6386,13
6387,10
6388,13
6389,4
6390,2
6391,4
6392,12
6393,4
6394,10
6395,5
6396,42
6397,18
6398,22
6399,13
6400,6
6401,14
6402,26
6403,12
6404,11
6405,3
6406,37
6407,4
6408,9
6409,7
6410,8
6411,13
6412,14
6413,8
6414,22
6415,6
6416,8
6417,16
6418,12
6419,78
6420,8
6421,28
6422,8
6423,5
6424,10
6425,8
6426,24
6427,5
6428,5
6429,6
6430,20
6431,7
6432,10
6433,12
6434,8
6435,8
6436,4
6437,15
6438,6
6439,8
6440,11
6441,12
6442,11
6443,6
6444,11
6445,10
6446,32
6447,4
6448,23
6449,6
6450,14
6451,4
6452,6
6453,9
6454,13
6455,10
6456,4
6457,2
6458,23
6459,3
6460,12
6461,13
6462,5
6463,6
6464,7
6465,16
6466,29
6467,5
6468,10
6469,2
6470,8
6471,4
6472,7
6473,2
6474,12
6475,7
6476,30
6477,17
6478,12
6479,9
6480,6
6481,13
6482,8
6483,16
6484,20
6485,3
6486,7
6487,5
6488,7
6489,10
6490,3
6491,4
6492,30
6493,1
6494,4
6495,16
6496,1
6497,5
6498,7
6499,3
6500,6
6501,9
6502,5
6503,5
6504,12
6505,22
6506,6
6507,4
6508,24
6509,5
6510,2
6511,2
6512,2
6513,1
6514,1
6515,6
6516,1
6517,2
6518,2
6519,16
6520,16
6521,9
6522,9
6523,4
6524,12
6525,6
6526,2
6527,6
6528,7
6529,15
6530,8
6531,1
6532,11
6533,3
6534,5
6535,7
6536,10
6537,7
6538,5
6539,7
6540,5
6541,13
6542,4
6543,1
6544,13
6545,1
6546,7
6547,7
6548,8
6549,3
6550,5
6551,2
6552,3
6553,17
6554,4
6555,3
6556,9
6557,5
6558,1
6559,37
6560,32
6561,5
6562,24
6563,7
6564,4
6565,6
6566,5
6567,9
6568,11
6569,11
6570,7
6571,6
6572,9
6573,9
6574,27
6575,7
6576,3
6577,3
6578,2
6579,9
6580,4
6581,1
6582,1
6583,1
6584,1
6585,3
6586,3
6587,1
6588,2
6589,2
6590,3
6591,8
6592,1
6593,6
6594,2
6595,11
6596,6
6597,4
6598,10
6599,5
6600,11
6601,11
6602,3
6603,18
6604,10
6605,4
6606,37
6607,4
6608,8
6609,28
6610,8
6611,9
6612,7
6613,7
6614,3
6615,2
6616,3
6617,1
6618,4
6619,6
6620,38
6621,2
6622,4
6623,17
6624,2
6625,2
6626,1
6627,12
6628,3
6629,12
6630,1
6631,11
6632,10
6633,14
6634,20
6635,222
6636,3
6637,2
6638,2
6639,1
6640,8
6641,3
6642,1
6643,7
6644,5
6645,13
6646,4
6647,8
6648,6
6649,5
6650,15
6651,8
6652,4
6653,8
6654,5
6655,2
6656,1
6657,2
6658,8
6659,2
6660,12
6661,29
6662,2
6663,37
6664,16
6665,5
6666,14
6667,8
6668,11
6669,2
6670,20
6671,8
6672,27
6673,17
6674,2
6675,6
6676,6
6677,3
6678,6
6679,4
6680,2
6681,2
6682,4
6683,10
6684,1
6685,6
6686,5
6687,6
6688,3
6689,8
6690,6
6691,4
6692,6
6693,43
6694,8
6695,23
6696,8
6697,5
6698,6
6699,5
6700,8
6701,24
6702,9
6703,6
6704,11
6705,4
6706,8
6707,13
6708,6
6709,6
6710,11
6711,2
6712,4
6713,10
6714,23
6715,12
6716,9
6717,10
6718,1
6719,7
6720,6
6721,5
6722,16
6723,5
6724,5
6725,6
6726,11
6727,1
6728,8
6729,5
6730,3
6731,6
6732,5
6733,5
6734,2
6735,8
6736,4
6737,1
6738,4
6739,10
6740,6
6741,3
6742,5
6743,5
6744,9
6745,3
6746,9
6747,6
6748,47
6749,4
6750,7
6751,6
6752,1
6753,4
6754,10
6755,1
6756,1
6757,3
6758,1
6759,1
6760,2
6761,10
6762,12
6763,7
6764,11
6765,19
6766,4
6767,32
6768,28
6769,2
6770,6
6771,7
6772,3
6773,1
6774,10
6775,11
6776,5
6777,1
6778,3
6779,4
6780,5
6781,4
6782,1
6783,3
6784,6
6785,3
6786,4
6787,5
6788,3
6789,2
6790,6
6791,3
6792,1
6793,2
6794,16
6795,4
6796,7
6797,3
6798,2
6799,3
6800,2
6801,4
6802,2
6803,15
6804,6
6805,1
6806,19
6807,2
6808,2
6809,4
6810,2
6811,2
6812,1
6813,3
6814,5
6815,6
6816,7
6817,5
6818,4
6819,11
6820,2
6821,82
6822,11
6823,24
6824,4
6825,9
6826,6
6827,2
6828,8
6829,18
6830,2
6831,5
6832,5
6833,11
6834,13
6835,5
6836,7
6837,4
6838,12
6839,7
6840,5
6841,15
6842,6
6843,7
6844,12
6845,4
6846,18
6847,23
6848,19
6849,8
6850,6
6851,8
6852,4
6853,13
6854,11
6855,22
6856,3
6857,2
6858,18
6859,2
6860,18
6861,7
6862,7
6863,10
6864,7
6865,54
6866,3
6867,10
6868,14
6869,13
6870,57
6871,29
6872,11
6873,14
6874,27
6875,4
6876,13
6877,7
6878,14
6879,15
6880,8
6881,6
6882,15
6883,3
6884,8
6885,5
6886,6
6887,16
6888,35
6889,14
6890,13
6891,7
6892,25
6893,1
6894,2
6895,5
6896,2
6897,5
6898,5
6899,7
6900,7
6901,10
6902,23
6903,14
6904,2
6905,21
6906,18
6907,2
6908,14
6909,2
6910,3
6911,246
6912,4
6913,17
6914,6
6915,12
6916,1
6917,1
6918,3
6919,2
6920,1
6921,5
6922,4
6923,3
6924,1
6925,4
6926,2
6927,2
6928,2
6929,1
6930,2
6931,15
6932,1
6933,25
6934,48
6935,1
6936,1
6937,4
6938,1
6939,2
6940,56
6941,50
6942,2
6943,6
6944,3
6945,4
6946,13
6947,20
6948,22
6949,4
6950,5
6951,20
6952,5
6953,27
6954,4
6955,19
6956,28
6957,19
6958,7
6959,8
6960,15
6961,17
6962,4
6963,13
6964,3
6965,6
6966,15
6967,19
6968,1
6969,5
6970,22
6971,24
6972,2
6973,10
6974,5
6975,8
6976,6
6977,2
6978,5
6979,7
6980,4
6981,2
6982,8
6983,2
6984,3
6985,37
6986,15
6987,12
6988,4
6989,7
6990,14
6991,12
6992,1
6993,4
6994,2
6995,19
6996,12
6997,8
6998,2
6999,3
7000,5
7001,6
7002,10
7003,3
7004,19
7005,12
7006,4
7007,5
7008,9
7009,4
7010,11
7011,6
7012,3
7013,40
7014,7
7015,8
7016,14
7017,10
7018,9
7019,8
7020,47
7021,9
7022,3
7023,6
7024,4
7025,6
7026,9
7027,5
7028,10
7029,19
7030,9
7031,12
7032,21
7033,15
7034,13
7035,10
7036,5
7037,147
7038,5
7039,2
7040,5
7041,6
7042,2
7043,7
7044,7
7045,12
7046,1
7047,1
7048,2
7049,2
7050,1
7051,2
7052,1
7053,2
7054,2
7055,3
7056,1
7057,3
7058,2
7059,45
7060,12
7061,15
7062,11
7063,16
7064,16
7065,16
7066,9
7067,16
7068,2
7069,5
7070,2
7071,4
7072,7
7073,7
7074,1
7075,3
7076,3
7077,3
7078,10
7079,6
7080,7
7081,9
7082,7
7083,4
7084,5
7085,4
7086,1
7087,22
7088,4
7089,1
7090,5
7091,2
7092,1
7093,4
7094,1
7095,3
7096,7
7097,4
7098,4
7099,1
7100,16
7101,5
7102,1
7103,1
7104,1
7105,1
7106,12
7107,1
7108,4
7109,1
7110,5
7111,5
7112,2
7113,5
7114,4
7115,8
7116,7
7117,9
7118,21
7119,9
7120,7
7121,13
7122,11
7123,3
7124,10
7125,14
7126,10
7127,8
7128,10
7129,16
7130,4
7131,1
7132,12
7133,31
7134,3
7135,16
7136,12
7137,9
7138,16
7139,5
7140,7
7141,20
7142,13
7143,3
7144,6
7145,10
7146,1
7147,4
7148,3
7149,15
7150,12
7151,8
7152,4
7153,6
7154,6
7155,6
7156,37
7157,5
7158,2
7159,11
7160,4
7161,4
7162,1
7163,1
7164,1
7165,4
7166,4
7167,11
7168,2
7169,4
7170,4
7171,7
7172,19
7173,7
7174,3
7175,7
7176,4
7177,15
7178,13
7179,12
7180,4
7181,7
7182,4
7183,5
7184,5
7185,7
7186,7
7187,11
7188,21
7189,24
7190,29
7191,3
7192,5
7193,24
7194,19
7195,6
7196,8
7197,6
7198,12
7199,18
7200,4
7201,8
7202,7
7203,2
7204,5
7205,24
7206,4
7207,12
7208,5
7209,2
7210,5
7211,8
7212,13
7213,10
7214,6
7215,10
7216,2
7217,1
7218,3
7219,5
7220,2
7221,10
7222,11
7223,12
7224,4
7225,7
7226,7
7227,12
7228,6
7229,2
7230,17
7231,5
7232,9
7233,8
7234,35
7235,11
7236,4
7237,18
7238,8
7239,8
7240,2
7241,15
7242,5
7243,8
7244,23
7245,3
7246,2
7247,6
7248,1
7249,1
7250,10
7251,6
7252,3
7253,7
7254,14
7255,6
7256,2
7257,9
7258,1
7259,2
7260,3
7261,8
7262,27
7263,3
7264,2
7265,1
7266,1
7267,3
7268,1
7269,1
7270,1
7271,19
7272,23
7273,12
7274,16
7275,1
7276,10
7277,6
7278,1
7279,2
7280,3
7281,4
7282,35
7283,1
7284,2
7285,11
7286,2
7287,24
7288,4
7289,6
7290,9
7291,3
7292,4
7293,3
7294,6
7295,3
7296,6
7297,8
7298,4
7299,6
7300,8
7301,9
7302,7
7303,6
7304,9
7305,11
7306,8
7307,3
7308,10
7309,3
7310,4
7311,23
7312,5
7313,8
7314,32
7315,30
7316,7
7317,9
7318,5
7319,2
7320,7
7321,5
7322,5
7323,6
7324,23
7325,12
7326,3
7327,3
7328,9
7329,2
7330,10
7331,6
7332,14
7333,3
7334,1
7335,7
7336,17
7337,8
7338,1
7339,1
7340,3
7341,2
7342,29
7343,21
7344,4
7345,22
7346,15
7347,5
7348,11
7349,11
7350,9
7351,14
7352,5
7353,7
7354,5
7355,5
7356,1
7357,8
7358,15
7359,9
7360,7
7361,5
7362,6
7363,2
7364,9
7365,3
7366,17
7367,2
7368,1
7369,1
7370,9
7371,1
7372,3
7373,1
7374,1
7375,1
7376,2
7377,1
7378,3
7379,2
7380,4
7381,13
7382,2
7383,2
7384,1
7385,1
7386,1
7387,4
7388,1
7389,18
7390,13
7391,7
7392,11
7393,9
7394,2
7395,34
7396,10
7397,1
7398,3
7399,8
7400,54
7401,7
7402,16
7403,3
7404,6
7405,8
7406,8
7407,3
7408,15
7409,5
7410,3
7411,8
7412,6
7413,55
7414,11
7415,8
7416,7
7417,4
7418,3
7419,16
7420,9
7421,12
7422,5
7423,13
7424,8
7425,7
7426,5
7427,11
7428,6
7429,3
7430,21
7431,4
7432,20
7433,7
7434,4
7435,4
7436,14
7437,4
7438,2
7439,12
7440,40
7441,2
7442,2
7443,4
7444,2
7445,4
7446,1
7447,2
7448,1
7449,2
7450,12
7451,7
7452,3
7453,6
7454,10
7455,16
7456,9
7457,9
7458,6
7459,3
7460,62
7461,10
7462,5
7463,8
7464,3
7465,2
7466,5
7467,8
7468,8
7469,6
7470,4
7471,11
7472,3
7473,13
7474,3
7475,10
7476,10
7477,8
7478,11
7479,23
7480,8
7481,6
7482,4
7483,1
7484,29
7485,13
7486,7
7487,6
7488,7
7489,2
7490,11
7491,8
7492,6
7493,9
7494,13
7495,12
7496,9
7497,3
7498,21
7499,25
7500,13
7501,12
7502,5
7503,6
7504,3
7505,3
7506,1
7507,3
7508,4
7509,3
7510,5
7511,1
7512,5
7513,2
7514,1
7515,1
7516,22
7517,4
7518,4
7519,5
7520,28
7521,10
7522,1
7523,4
7524,8
7525,2
7526,17
7527,4
7528,6
7529,10
7530,17
7531,5
7532,4
7533,2
7534,6
7535,13
7536,6
7537,5
7538,8
7539,8
7540,1
7541,4
7542,6
7543,7
7544,5
7545,4
7546,8
7547,10
7548,6
7549,2
7550,12
7551,18
7552,4
7553,3
7554,9
7555,6
7556,5
7557,11
7558,37
7559,2
7560,1
7561,11
7562,54
7563,2
7564,25
7565,6
7566,14
7567,2
7568,9
7569,4
7570,2
7571,3
7572,9
7573,7
7574,7
7575,9
7576,12
7577,3
7578,9
7579,2
7580,1
7581,3
7582,6
7583,6
7584,4
7585,8
7586,2
7587,3
7588,3
7589,3
7590,5
7591,10
7592,2
7593,4
7594,5
7595,17
7596,10
7597,18
7598,11
7599,5
7600,4
7601,7
7602,8
7603,7
7604,17
7605,17
7606,12
7607,3
7608,1
7609,9
7610,7
7611,6
7612,7
7613,16
7614,6
7615,12
7616,15
7617,12
7618,14
7619,3
7620,17
7621,3
7622,9
7623,7
7624,6
7625,29
7626,6
7627,4
7628,1
7629,18
7630,2
7631,1
7632,4
7633,5
7634,4
7635,5
7636,5
7637,8
7638,2
7639,2
7640,1
7641,1
7642,10
7643,1
7644,10
7645,9
7646,4
7647,3
7648,6
7649,9
7650,5
7651,2
7652,8
7653,3
7654,3
7655,2
7656,4
7657,5
7658,10
7659,2
7660,15
7661,9
7662,6
7663,5
7664,3
7665,4
7666,1
7667,1
7668,2
7669,3
7670,15
7671,2
7672,16
7673,18
7674,6
7675,3
7676,4
7677,2
7678,5
7679,3
7680,19
7681,5
7682,19
7683,1
7684,2
7685,2
7686,7
7687,2
7688,2
7689,1
7690,1
7691,28
7692,3
7693,2
7694,22
7695,12
7696,7
7697,6
7698,1
7699,15
7700,1
7701,21
7702,18
7703,5
7704,1
7705,1
7706,9
7707,6
7708,16
7709,7
7710,8
7711,23
7712,4
7713,19
7714,1
7715,4
7716,1
7717,10
7718,1
7719,5
7720,2
7721,6
7722,10
7723,5
7724,6
7725,9
7726,5
7727,4
7728,13
7729,5
7730,1
7731,3
7732,1
7733,1
7734,2
7735,1
7736,2
7737,24
7738,7
7739,2
7740,4
7741,15
7742,5
7743,4
7744,1
7745,2
7746,31
7747,14
7748,5
7749,13
7750,10
7751,3
7752,1
7753,1
7754,22
7755,1
7756,2
7757,1
7758,3
7759,6
7760,7
7761,11
7762,17
7763,4
7764,1
7765,5
7766,4
7767,18
7768,7
7769,25
7770,5
7771,6
7772,3
7773,3
7774,3
7775,7
7776,2
7777,5
7778,7
7779,3
7780,4
7781,1
7782,2
7783,6
7784,2
7785,12
7786,4
7787,3
7788,12
7789,9
7790,7
7791,3
7792,4
7793,6
7794,8
7795,1
7796,12
7797,6
7798,4
7799,8
7800,5
7801,4
7802,8
7803,2
7804,43
7805,9
7806,13
7807,5
7808,2
7809,14
7810,7
7811,11
7812,5
7813,2
7814,6
7815,6
7816,10
7817,3
7818,3
7819,6
7820,2
7821,3
7822,4
7823,4
7824,12
7825,11
7826,3
7827,5
7828,2
7829,6
7830,6
7831,3
7832,12
7833,5
7834,26
7835,7
7836,3
7837,6
7838,4
7839,13
7840,1
7841,5
7842,8
7843,9
7844,6
7845,7
7846,15
7847,17
7848,2
7849,7
7850,11
7851,11
7852,10
7853,3
7854,2
7855,2
7856,6
7857,12
7858,10
7859,14
7860,7
7861,15
7862,7
7863,19
7864,53
7865,9
7866,6
7867,4
7868,3
7869,4
7870,8
7871,4
7872,14
7873,6
7874,1
7875,5
7876,9
7877,5
7878,7
7879,1
7880,7
7881,17
7882,18
7883,3
7884,16
7885,2
7886,3
7887,12
7888,6
7889,11
7890,5
7891,2
7892,2
7893,2
7894,1
7895,3
7896,1
7897,12
7898,3
7899,1
7900,12
7901,9
7902,7
7903,1
7904,15
7905,6
7906,5
7907,6
7908,8
7909,6
7910,7
7911,6
7912,2
7913,20
7914,1
7915,3
7916,5
7917,1
7918,7
7919,6
7920,11
7921,1
7922,4
7923,1
7924,9
7925,2
7926,3
7927,4
7928,10
7929,1
7930,11
7931,2
7932,2
7933,4
7934,3
7935,2
7936,2
7937,1
7938,6
7939,3
7940,43
7941,3
7942,6
7943,3
7944,1
7945,1
7946,1
7947,1
7948,2
7949,1
7950,21
7951,5
7952,1
7953,1
7954,1
7955,2
7956,4
7957,2
7958,1
7959,3
7960,2
7961,2
7962,3
7963,3
7964,1
7965,1
7966,2
7967,1
7968,2
7969,2
7970,70
7971,1
7972,2
7973,2
7974,2
7975,22
7976,12
7977,1
7978,2
7979,5
7980,1
7981,2
7982,8
7983,7
7984,7
7985,2
7986,12
7987,2
7988,2
7989,1
7990,1
7991,1
7992,2
7993,1
7994,7
7995,1
7996,3
7997,28
7998,3
7999,1
8000,1
8001,5
8002,5
8003,18
8004,3
8005,8
8006,1
8007,5
8008,1
8009,2
8010,4
8011,2
8012,3
8013,1
8014,2
8015,6
8016,4
8017,1
8018,7
8019,2
8020,3
8021,1
8022,2
8023,3
8024,2
8025,4
8026,1
8027,6
8028,2
8029,2
8030,1
8031,2
8032,17
8033,2
8034,48
8035,4
8036,1
8037,2
8038,1
8039,1
8040,4
8041,4
8042,5
8043,7
8044,7
8045,14
8046,3
8047,2
8048,1
8049,6
8050,5
8051,3
8052,5
8053,19
8054,2
8055,2
8056,6
8057,8
8058,5
8059,1
8060,3
8061,2
8062,1
8063,6
8064,3
8065,3
8066,11
8067,4
8068,5
8069,3
8070,2
8071,5
8072,5
8073,1
8074,5
8075,5
8076,2
8077,1
8078,1
8079,1
8080,2
8081,6
8082,2
8083,6
8084,1
8085,1
8086,1
8087,6
8088,1
8089,5
8090,1
8091,5
8092,2
8093,5
8094,7
8095,3
8096,2
8097,1
8098,1
8099,1
8100,14
8101,5
8102,2
8103,1
8104,1
8105,11
8106,2
8107,1
8108,1
8109,1
8110,6
8111,2
8112,1
8113,3
8114,15
8115,13
8116,16
8117,13
8118,6
8119,10
8120,2
8121,5
8122,6
8123,15
8124,8
8125,33
8126,10
8127,15
8128,6
8129,8
8130,29
8131,6
8132,7
8133,13
8134,14
8135,9
8136,14
8137,17
8138,11
8139,9
8140,7
8141,2
8142,9
8143,8
8144,1
8145,6
8146,9
8147,2
8148,10
8149,28
8150,9
8151,4
8152,12
8153,7
8154,4
8155,11
8156,9
8157,11
8158,14
8159,12
8160,7
8161,11
8162,3
8163,13
8164,7
8165,16
8166,2
8167,4
8168,5
8169,10
8170,6
8171,8
8172,4
8173,15
8174,2
8175,2
8176,10
8177,23
8178,5
8179,7
8180,17
8181,10
8182,11
8183,5
8184,4
8185,6
8186,3
8187,4
8188,6
8189,4
8190,1
8191,5
8192,33
8193,14
8194,4
8195,8
8196,14
8197,22
8198,5
8199,17
8200,10
8201,9
8202,12
8203,3
8204,3
8205,11
8206,11
8207,6
8208,10
8209,4
8210,4
8211,7
8212,4
8213,8
8214,6
8215,5
8216,2
8217,11
8218,2
8219,1
8220,4
8221,2
8222,2
8223,3
8224,18
8225,5
8226,39
8227,5
8228,8
8229,3
8230,1
8231,1
8232,23
8233,2
8234,1
8235,2
8236,2
8237,2
8238,1
8239,4
8240,1
8241,2
8242,1
8243,12
8244,7
8245,4
8246,3
8247,5
8248,9
8249,1
8250,1
8251,59
8252,4
8253,1
8254,2
8255,1
8256,1
8257,1
8258,9
8259,2
8260,13
8261,13
8262,3
8263,3
8264,1
8265,3
8266,2
8267,4
8268,7
8269,1
8270,2
8271,3
8272,7
8273,1
8274,5
8275,6
8276,2
8277,8
8278,4
8279,7
8280,4
8281,1
8282,13
8283,1
8284,1
8285,2
8286,4
8287,1
8288,3
8289,2
8290,1
8291,7
8292,4
8293,1
8294,1
8295,5
8296,1
8297,19
8298,4
8299,4
8300,5
8301,20
8302,10
8303,7
8304,31
8305,2
8306,14
8307,1
8308,8
8309,5
8310,4
8311,4
8312,1
8313,11
8314,6
8315,1
8316,6
8317,1
8318,2
8319,1
8320,2
8321,1
8322,1
8323,1
8324,16
8325,2
8326,1
8327,1
8328,2
8329,1
8330,7
8331,12
8332,9
8333,1
8334,10
8335,9
8336,2
8337,1
8338,2
8339,1
8340,2
8341,11
8342,22
8343,15
8344,10
8345,29
8346,7
8347,6
8348,3
8349,4
8350,2
8351,2
8352,17
8353,6
8354,1
8355,2
8356,1
8357,5
8358,10
8359,26
8360,3
8361,1
8362,1
8363,1
8364,6
8365,5
8366,6
8367,8
8368,3
8369,1
8370,2
8371,2
8372,6
8373,6
8374,52
8375,2
8376,1
8377,1
8378,3
8379,1
8380,47
8381,9
8382,5
8383,1
8384,2
8385,7
8386,9
8387,1
8388,6
8389,3
8390,4
8391,9
8392,4
8393,17
8394,2
8395,1
8396,1
8397,8
8398,4
8399,9
8400,3
8401,8
8402,1
8403,2
8404,12
8405,12
8406,9
8407,5
8408,2
8409,4
8410,17
8411,1
8412,5
8413,2
8414,5
8415,2
8416,6
8417,6
8418,10
8419,16
8420,2
8421,1
8422,13
8423,4
8424,4
8425,12
8426,1
8427,3
8428,4
8429,16
8430,12
8431,6
8432,9
8433,3
8434,4
8435,1
8436,7
8437,6
8438,3
8439,4
8440,19
8441,4
8442,2
8443,1
8444,2
8445,1
8446,10
8447,2
8448,10
8449,8
8450,4
8451,3
8452,3
8453,8
8454,3
8455,12
8456,5
8457,1
8458,18
8459,3
8460,1
8461,2
8462,18
8463,4
8464,6
8465,8
8466,1
8467,4
8468,1
8469,5
8470,6
8471,11
8472,5
8473,11
8474,5
8475,4
8476,1
8477,2
8478,3
8479,1
8480,5
8481,2
8482,1
8483,1
8484,1
8485,12
8486,2
8487,1
8488,5
8489,2
8490,3
8491,1
8492,2
8493,1
8494,8
8495,8
8496,2
8497,10
8498,1
8499,15
8500,1
8501,1
8502,3
8503,32
8504,1
8505,2
8506,3
8507,3
8508,70
8509,1
8510,3
8511,6
8512,3
8513,2
8514,5
8515,3
8516,1
8517,1
8518,9
8519,3
8520,1
8521,2
8522,6
8523,6
8524,17
8525,54
8526,6
8527,3
8528,6
8529,17
8530,8
8531,8
8532,1
8533,1
8534,5
8535,3
8536,7
8537,1
8538,4
8539,3
8540,3
8541,11
8542,5
8543,11
8544,21
8545,21
8546,31
8547,3
8548,1
8549,9
8550,34
8551,8
8552,29
8553,11
8554,5
8555,1
8556,2
8557,2
8558,65
8559,6
8560,12
8561,17
8562,5
8563,4
8564,11
8565,8
8566,3
8567,1
8568,1
8569,1
8570,4
8571,19
8572,2
8573,1
8574,6
8575,9
8576,1
8577,7
8578,3
8579,2
8580,1
8581,2
8582,1
8583,1
8584,6
8585,4
8586,10
8587,1
8588,9
8589,6
8590,13
8591,6
8592,1
8593,2
