,degree
11393,2
11394,2
11395,8
11396,1
11397,2
11398,2
11399,4
11400,1
11401,3
11402,1
11403,10
11404,9
11405,1
11406,10
11407,3
11408,17
11409,3
11410,3
11411,11
11412,20
11413,2
11414,3
11415,3
11416,3
11417,5
11418,7
11419,2
11420,1
11421,6
11422,1
11423,17
11424,3
11425,6
11426,6
11427,3
11428,1
11429,2
11430,3
11431,2
11432,7
11433,14
11434,3
11435,12
11436,4
11437,4
11438,11
11439,27
11440,2
11441,2
11442,16
11443,7
11444,2
11445,3
11446,4
11447,3
11448,4
11449,8
11450,3
11451,3
11452,5
11453,3
11454,2
11455,2
11456,11
11457,1
11458,1
11459,1
11460,2
11461,6
11462,5
11463,1
11464,2
11465,4
11466,1
11467,1
11468,1
11469,3
11470,3
11471,8
11472,2
11473,3
11474,4
11475,1
11476,1
11477,3
11478,3
11479,4
11480,1
11481,6
11482,6
11483,15
11484,8
11485,2
11486,3
11487,1
11488,7
11489,2
11490,3
11491,2
11492,5
11493,8
11494,1
11495,1
11496,5
11497,5
11498,3
11499,2
11500,1
11501,3
11502,3
11503,6
11504,1
11505,1
11506,6
11507,1
11508,2
11509,9
11510,5
11511,4
11512,6
11513,2
11514,1
11515,2
11516,20
11517,6
11518,1
11519,2
11520,5
11521,2
11522,2
11523,2
11524,3
11525,1
11526,2
11527,3
11528,3
11529,6
11530,1
11531,1
11532,8
11533,1
11534,5
11535,4
11536,2
11537,8
11538,4
11539,5
11540,4
11541,10
11542,7
11543,3
11544,5
11545,1
11546,2
11547,3
11548,1
11549,1
11550,2
11551,1
11552,1
11553,22
11554,3
11555,12
11556,2
11557,8
11558,7
11559,13
11560,1
11561,2
11562,8
11563,1
11564,2
11565,4
11566,1
11567,2
11568,1
11569,2
11570,3
11571,1
11572,3
11573,3
11574,5
11575,2
11576,11
11577,5
11578,12
11579,2
11580,3
11581,3
11582,5
11583,10
11584,11
11585,3
11586,1
11587,2
11588,1
11589,2
11590,2
11591,2
11592,7
11593,5
11594,4
11595,2
11596,1
11597,1
11598,1
11599,3
11600,1
11601,1
11602,5
11603,3
11604,7
11605,1
11606,1
11607,5
11608,4
11609,2
11610,3
11611,2
11612,4
11613,2
11614,1
11615,2
11616,1
11617,2
11618,1
11619,5
11620,3
11621,1
11622,1
11623,2
11624,5
11625,1
11626,1
11627,1
11628,1
11629,1
11630,2
11631,2
11632,1
11633,1
11634,1
11635,1
11636,2
11637,7
11638,6
11639,1
11640,1
11641,3
11642,6
11643,1
11644,2
11645,4
11646,3
11647,1
11648,13
11649,5
11650,10
11651,2
11652,5
11653,5
11654,2
11655,3
11656,3
11657,1
11658,9
11659,1
11660,1
11661,2
11662,1
11663,2
11664,3
11665,3
11666,1
11667,2
11668,4
11669,6
11670,11
11671,11
11672,9
11673,3
11674,7
11675,3
11676,11
11677,2
11678,1
11679,4
11680,1
11681,1
11682,4
11683,5
11684,4
11685,6
11686,6
11687,3
11688,3
11689,3
11690,4
11691,10
11692,3
11693,1
11694,4
11695,11
11696,2
11697,6
11698,4
11699,6
11700,6
11701,3
11702,3
11703,4
11704,3
11705,6
11706,2
11707,3
11708,8
11709,7
11710,3
11711,4
11712,6
11713,3
11714,3
11715,1
11716,4
11717,4
11718,9
11719,1
11720,4
11721,2
11722,2
11723,3
11724,4
11725,2
11726,6
11727,4
11728,1
11729,3
11730,1
11731,1
11732,7
11733,4
11734,2
11735,2
11736,3
11737,1
11738,7
11739,5
11740,8
11741,3
11742,6
11743,7
11744,4
11745,5
11746,4
11747,1
11748,4
11749,1
11750,6
11751,1
11752,2
11753,5
11754,6
11755,2
11756,1
11757,4
11758,5
11759,4
11760,1
11761,2
11762,1
11763,4
11764,4
11765,2
11766,2
11767,8
11768,1
11769,1
11770,4
11771,1
11772,4
11773,1
11774,6
11775,10
11776,2
11777,4
11778,2
11779,2
11780,1
11781,5
11782,3
11783,5
11784,4
11785,3
11786,2
11787,4
11788,5
11789,4
11790,6
11791,5
11792,9
11793,3
11794,2
11795,4
11796,3
11797,1
11798,2
11799,6
11800,2
11801,2
11802,1
11803,2
11804,3
11805,1
11806,6
11807,2
11808,1
11809,6
11810,3
11811,1
11812,8
11813,2
11814,4
11815,4
11816,1
11817,3
11818,2
11819,3
11820,7
11821,8
11822,6
11823,2
11824,1
11825,16
11826,5
11827,6
11828,3
11829,3
11830,1
11831,2
11832,3
11833,7
11834,8
11835,7
11836,3
11837,2
11838,1
11839,8
11840,2
11841,1
11842,1
11843,3
11844,2
11845,2
11846,1
11847,2
11848,7
11849,3
11850,2
11851,1
11852,3
11853,6
11854,3
11855,2
11856,2
11857,3
11858,1
11859,1
11860,4
11861,2
11862,4
11863,3
11864,1
11865,2
11866,2
11867,3
11868,3
11869,3
11870,1
11871,2
11872,2
11873,12
11874,1
11875,2
11876,8
11877,3
11878,3
11879,2
11880,1
11881,4
11882,1
11883,2
11884,1
11885,3
11886,4
11887,2
11888,3
11889,1
11890,1
11891,2
11892,2
11893,1
11894,6
11895,1
11896,7
11897,7
11898,15
11899,4
11900,10
11901,1
11902,12
11903,2
11904,2
11905,3
11906,10
11907,2
11908,1
11909,1
11910,3
11911,4
11912,3
11913,8
11914,4
11915,3
11916,1
11917,4
11918,2
11919,1
11920,7
11921,2
11922,3
11923,11
11924,1
11925,3
11926,2
11927,4
11928,4
11929,3
11930,2
11931,42
11932,5
11933,2
11934,2
11935,4
11936,2
11937,4
11938,2
11939,1
11940,1
11941,4
11942,1
11943,5
11944,3
11945,3
11946,1
11947,2
11948,2
11949,2
11950,11
11951,4
11952,2
11953,3
11954,1
11955,3
11956,3
11957,4
11958,1
11959,1
11960,2
11961,1
11962,3
11963,14
11964,11
11965,3
11966,6
11967,9
11968,6
11969,10
11970,8
11971,1
11972,5
11973,11
11974,5
11975,3
11976,4
11977,4
11978,3
11979,1
11980,1
11981,1
11982,2
11983,2
11984,1
11985,2
11986,7
11987,2
11988,1
11989,4
11990,11
11991,1
11992,1
11993,2
11994,1
11995,2
11996,2
11997,5
11998,1
11999,2
12000,3
12001,2
12002,3
12003,5
12004,1
12005,1
12006,1
12007,1
12008,2
12009,2
12010,2
12011,1
12012,1
12013,1
12014,3
12015,3
12016,1
12017,6
12018,7
12019,7
12020,3
12021,1
12022,3
12023,4
12024,4
12025,2
12026,2
12027,2
12028,1
12029,4
12030,30
12031,14
12032,5
12033,10
12034,1
12035,3
12036,6
12037,2
12038,5
12039,5
12040,12
12041,8
12042,13
12043,4
12044,6
12045,6
12046,7
12047,1
12048,1
12049,1
12050,1
12051,1
12052,1
12053,3
12054,1
12055,4
12056,2
12057,3
12058,5
12059,1
12060,3
12061,1
12062,1
12063,1
12064,1
12065,1
12066,1
12067,1
12068,1
12069,1
12070,2
12071,1
12072,3
12073,2
12074,2
12075,1
12076,1
12077,2
12078,2
12079,3
12080,1
12081,1
12082,1
12083,1
12084,2
12085,1
12086,2
12087,1
12088,4
12089,2
12090,3
12091,2
12092,3
12093,10
12094,1
12095,1
12096,3
12097,2
12098,2
12099,1
12100,1
12101,1
12102,1
12103,2
12104,6
12105,1
12106,1
12107,1
12108,8
12109,3
12110,1
12111,3
12112,2
12113,3
12114,2
12115,1
12116,3
12117,3
12118,2
12119,1
12120,4
12121,1
12122,5
12123,3
12124,1
12125,1
12126,10
12127,3
12128,1
12129,2
12130,4
12131,2
12132,4
12133,2
12134,2
12135,1
12136,3
12137,4
12138,2
12139,1
12140,5
12141,2
12142,4
12143,5
12144,1
12145,3
12146,4
12147,5
12148,3
12149,1
12150,4
12151,7
12152,6
12153,4
12154,8
12155,3
12156,5
12157,3
12158,2
12159,6
12160,5
12161,13
12162,5
12163,5
12164,5
12165,11
12166,1
12167,4
12168,2
12169,11
12170,1
12171,3
12172,1
12173,2
12174,2
12175,6
12176,6
12177,7
12178,2
12179,6
12180,4
12181,17
12182,4
12183,6
12184,4
12185,1
12186,1
12187,5
12188,4
12189,2
12190,5
12191,3
12192,2
12193,1
12194,5
12195,2
12196,2
12197,4
12198,3
12199,2
12200,2
12201,10
12202,5
12203,3
12204,6
12205,4
12206,4
12207,4
12208,1
12209,1
12210,1
12211,2
12212,6
12213,5
12214,2
12215,2
12216,1
12217,4
12218,1
12219,2
12220,4
12221,2
12222,3
12223,1
12224,4
12225,5
12226,2
12227,3
12228,1
12229,6
12230,5
12231,1
12232,3
12233,1
12234,6
12235,2
12236,8
12237,1
12238,3
12239,5
12240,2
12241,2
12242,2
12243,5
12244,2
12245,3
12246,9
12247,1
12248,5
12249,3
12250,3
12251,5
12252,1
12253,4
12254,1
12255,3
12256,1
12257,1
12258,7
12259,4
12260,3
12261,2
12262,3
12263,8
12264,4
12265,19
12266,3
12267,3
12268,5
12269,6
12270,9
12271,2
12272,2
12273,11
12274,4
12275,4
12276,1
12277,10
12278,2
12279,8
12280,4
12281,4
12282,4
12283,3
12284,1
12285,3
12286,1
12287,1
12288,4
12289,3
12290,2
12291,2
12292,4
12293,2
12294,4
12295,6
12296,16
12297,2
12298,1
12299,3
12300,2
12301,6
12302,1
12303,1
12304,1
12305,5
12306,1
12307,2
12308,1
12309,6
12310,4
12311,2
12312,2
12313,4
12314,2
12315,2
12316,2
12317,3
12318,1
12319,1
12320,3
12321,1
12322,2
12323,1
12324,2
12325,4
12326,2
12327,4
12328,1
12329,2
12330,2
12331,6
12332,5
12333,9
12334,1
12335,2
12336,1
12337,1
12338,1
12339,1
12340,2
12341,1
12342,3
12343,1
12344,8
12345,1
12346,9
12347,26
12348,4
12349,20
12350,10
12351,14
12352,15
12353,4
12354,9
12355,2
12356,1
12357,8
12358,2
12359,7
12360,6
12361,3
12362,1
12363,3
12364,10
12365,1
12366,1
12367,1
12368,1
12369,3
12370,2
12371,2
12372,2
12373,1
12374,1
12375,1
12376,1
12377,1
12378,2
12379,2
12380,1
12381,2
12382,2
12383,2
12384,4
12385,3
12386,2
12387,4
12388,1
12389,6
12390,1
12391,1
12392,1
12393,2
12394,2
12395,1
12396,2
12397,1
12398,1
12399,3
12400,2
12401,4
12402,1
12403,4
12404,4
12405,4
12406,19
12407,3
12408,1
12409,5
12410,11
12411,18
12412,8
12413,8
12414,3
12415,9
12416,6
12417,2
12418,3
12419,9
12420,1
12421,6
12422,6
12423,4
12424,2
12425,9
12426,1
12427,7
12428,2
12429,1
12430,1
12431,1
12432,3
12433,13
12434,3
12435,4
12436,8
12437,2
12438,3
12439,3
12440,11
12441,1
12442,2
12443,1
12444,3
12445,3
12446,1
12447,3
12448,7
12449,11
12450,11
12451,2
12452,10
12453,1
12454,1
12455,1
12456,2
12457,3
12458,5
12459,1
12460,2
12461,2
12462,3
12463,3
12464,7
12465,3
12466,1
12467,5
12468,6
12469,3
12470,6
12471,4
12472,8
12473,5
12474,2
12475,1
12476,1
12477,2
12478,1
12479,1
12480,1
12481,2
12482,1
12483,2
12484,4
12485,1
12486,1
12487,3
12488,1
12489,4
12490,1
12491,4
12492,2
12493,5
12494,1
12495,1
12496,1
12497,6
12498,7
12499,10
12500,2
12501,1
12502,1
12503,1
12504,1
12505,2
12506,6
12507,1
12508,3
12509,2
12510,2
12511,3
12512,5
12513,1
12514,2
12515,1
12516,5
12517,3
12518,2
12519,1
12520,1
12521,1
12522,1
12523,2
12524,1
12525,3
12526,4
12527,5
12528,1
12529,1
12530,1
12531,2
12532,1
12533,2
12534,2
12535,1
12536,3
12537,3
12538,1
12539,1
12540,1
12541,2
12542,1
12543,2
12544,2
12545,2
12546,2
12547,7
12548,1
12549,1
12550,1
12551,1
12552,1
12553,1
12554,3
12555,2
12556,1
12557,1
12558,1
12559,1
12560,1
12561,1
12562,3
12563,5
12564,2
12565,1
12566,8
12567,2
12568,1
12569,3
12570,2
12571,2
12572,1
12573,1
12574,4
12575,1
12576,2
12577,17
12578,3
12579,4
12580,2
12581,5
12582,2
12583,5
12584,1
12585,1
12586,1
12587,2
12588,1
12589,1
12590,1
12591,1
12592,1
12593,1
12594,1
12595,1
12596,1
12597,1
12598,2
12599,3
12600,2
12601,1
12602,1
12603,3
12604,1
12605,1
12606,1
12607,2
12608,1
12609,1
12610,1
12611,1
12612,1
12613,3
12614,4
12615,1
12616,2
12617,1
12618,1
12619,1
12620,1
12621,1
12622,6
12623,1
12624,2
12625,1
12626,1
12627,2
12628,1
12629,6
12630,1
12631,1
12632,3
12633,1
12634,1
12635,2
12636,1
12637,1
12638,1
12639,2
12640,1
12641,4
12642,1
12643,1
12644,2
12645,1
12646,2
12647,2
12648,2
12649,1
12650,1
12651,1
12652,1
12653,1
12654,1
12655,1
12656,1
12657,1
12658,3
12659,2
12660,3
12661,1
12662,1
12663,3
12664,2
12665,1
12666,1
12667,1
12668,1
12669,4
12670,1
12671,5
12672,1
12673,1
12674,3
12675,1
12676,1
12677,2
12678,1
12679,1
12680,1
12681,3
12682,1
12683,1
12684,1
12685,2
12686,1
12687,2
12688,1
12689,3
12690,1
12691,3
12692,1
12693,4
12694,2
12695,2
12696,1
12697,1
12698,2
12699,1
12700,1
12701,1
12702,2
12703,3
12704,1
12705,2
12706,1
12707,1
12708,2
12709,1
12710,2
12711,2
12712,1
12713,1
12714,1
12715,1
12716,1
12717,1
12718,4
12719,2
12720,1
12721,1
12722,3
12723,1
12724,3
12725,1
12726,2
12727,2
12728,5
12729,1
12730,1
12731,1
12732,1
12733,2
12734,3
12735,1
12736,1
12737,4
12738,6
12739,2
12740,3
12741,4
12742,4
12743,1
12744,2
12745,2
12746,1
12747,5
12748,1
12749,1
12750,1
12751,1
12752,2
12753,1
12754,7
12755,5
12756,1
12757,2
12758,1
12759,4
12760,1
12761,2
12762,2
12763,2
12764,1
12765,1
12766,1
12767,2
12768,1
12769,2
12770,2
12771,5
12772,4
12773,3
12774,2
12775,2
12776,1
12777,1
12778,1
12779,2
12780,1
12781,3
12782,2
12783,5
12784,3
12785,2
12786,4
12787,2
12788,1
12789,3
12790,1
12791,2
12792,1
12793,1
12794,1
12795,3
12796,3
12797,2
12798,3
12799,1
12800,2
12801,1
12802,2
12803,1
12804,1
12805,3
12806,1
12807,1
12808,1
12809,1
12810,1
12811,1
12812,1
12813,1
12814,1
12815,3
12816,1
12817,3
12818,10
12819,3
12820,1
12821,2
12822,2
12823,1
12824,1
12825,1
12826,1
12827,1
12828,1
12829,1
12830,1
12831,1
12832,1
12833,3
12834,1
12835,1
12836,1
12837,1
12838,3
12839,1
12840,1
12841,2
12842,1
12843,1
12844,1
12845,3
12846,3
12847,1
12848,1
12849,4
12850,1
12851,1
12852,1
12853,2
12854,1
12855,3
12856,2
12857,5
12858,2
12859,4
12860,3
12861,1
12862,1
12863,2
12864,3
12865,2
12866,2
12867,2
12868,2
12869,1
12870,1
12871,1
12872,1
12873,1
12874,1
12875,1
12876,2
12877,8
12878,1
12879,2
12880,1
12881,1
12882,3
12883,1
12884,1
12885,2
12886,1
12887,3
12888,3
12889,1
12890,1
12891,1
12892,1
12893,2
12894,1
12895,1
12896,1
12897,1
12898,1
12899,1
12900,1
12901,1
12902,1
12903,1
12904,1
12905,1
12906,8
12907,1
12908,1
12909,4
12910,6
12911,4
12912,8
12913,13
12914,5
12915,7
12916,5
12917,8
12918,5
12919,3
12920,2
12921,2
12922,11
12923,1
12924,1
12925,1
12926,1
12927,1
12928,1
12929,2
12930,1
12931,4
12932,2
12933,3
12934,2
12935,3
12936,1
12937,2
12938,2
12939,1
12940,2
12941,1
12942,1
12943,1
12944,1
12945,1
12946,1
12947,1
12948,2
12949,1
12950,4
12951,2
12952,5
12953,6
12954,5
12955,1
12956,1
12957,4
12958,1
12959,2
12960,2
12961,3
12962,2
12963,1
12964,1
12965,5
12966,2
12967,1
12968,2
12969,5
12970,6
12971,5
12972,4
12973,2
12974,2
12975,2
12976,1
12977,1
12978,1
12979,1
12980,4
12981,2
12982,1
12983,3
12984,1
12985,3
12986,2
12987,3
12988,1
12989,1
12990,2
12991,1
12992,1
12993,1
12994,1
12995,1
12996,1
12997,1
12998,1
12999,1
13000,1
13001,1
13002,1
13003,4
13004,2
13005,12
13006,1
13007,1
13008,3
13009,2
13010,1
13011,4
13012,4
13013,2
13014,1
13015,2
13016,1
13017,2
13018,3
13019,1
13020,5
13021,17
13022,1
13023,2
13024,3
13025,3
13026,2
13027,1
13028,2
13029,2
13030,2
13031,5
13032,1
13033,2
13034,1
13035,13
13036,1
13037,3
13038,3
13039,1
13040,1
13041,1
13042,2
13043,2
13044,1
13045,1
13046,2
13047,1
13048,1
13049,3
13050,6
13051,3
13052,4
13053,4
13054,4
13055,3
13056,2
13057,1
13058,2
13059,1
13060,1
13061,1
13062,1
13063,1
13064,2
13065,1
13066,1
13067,2
13068,2
13069,1
13070,1
13071,5
13072,7
13073,10
13074,11
13075,7
13076,15
13077,20
13078,3
13079,12
13080,7
13081,6
13082,3
13083,7
13084,6
13085,6
13086,3
13087,3
13088,4
13089,22
13090,10
13091,10
13092,19
13093,9
13094,12
13095,19
13096,4
13097,10
13098,11
13099,2
13100,6
13101,6
13102,12
13103,13
13104,2
13105,4
13106,4
13107,3
13108,33
13109,3
13110,19
13111,12
13112,1
13113,6
13114,7
13115,26
13116,7
13117,17
13118,16
13119,21
13120,27
13121,14
13122,9
13123,19
13124,2
13125,9
13126,30
13127,3
13128,5
13129,11
13130,6
13131,7
13132,16
13133,4
13134,13
13135,6
13136,1
13137,6
13138,6
13139,18
13140,6
13141,15
13142,3
13143,1
13144,4
13145,2
13146,8
13147,45
13148,5
13149,8
13150,3
13151,5
13152,4
13153,14
13154,4
13155,4
13156,11
13157,15
13158,2
13159,14
13160,5
13161,2
13162,5
13163,8
13164,11
13165,12
13166,15
13167,13
13168,7
13169,17
13170,3
13171,6
13172,6
13173,8
13174,7
13175,2
13176,6
13177,4
13178,14
13179,5
13180,1
13181,3
13182,6
13183,3
13184,42
13185,7
13186,13
13187,6
13188,9
13189,2
13190,1
13191,4
13192,5
13193,13
13194,1
13195,3
13196,12
13197,16
13198,3
13199,4
13200,21
13201,45
13202,2
13203,1
13204,13
13205,7
13206,2
13207,6
13208,9
13209,9
13210,4
13211,9
13212,7
13213,10
13214,10
13215,9
13216,2
13217,16
13218,10
13219,2
13220,4
13221,8
13222,4
13223,2
13224,2
13225,3
13226,4
13227,1
13228,1
13229,4
13230,5
13231,3
13232,1
13233,1
13234,3
13235,4
13236,1
13237,16
13238,9
13239,4
13240,5
13241,5
13242,6
13243,2
13244,5
13245,9
13246,10
13247,4
13248,1
13249,7
13250,9
13251,8
13252,2
13253,13
13254,4
13255,3
13256,4
13257,2
13258,3
13259,19
13260,7
13261,18
13262,9
13263,5
13264,5
13265,10
13266,4
13267,1
13268,3
13269,2
13270,1
13271,4
13272,4
13273,2
13274,2
13275,17
13276,8
13277,2
13278,6
13279,2
13280,2
13281,7
13282,1
13283,6
13284,1
13285,1
13286,1
13287,3
13288,8
13289,4
13290,5
13291,1
13292,2
13293,6
13294,12
13295,6
13296,13
13297,5
13298,8
13299,3
13300,3
13301,13
13302,3
13303,2
13304,4
13305,3
13306,1
13307,14
13308,5
13309,4
13310,6
13311,7
13312,12
13313,5
13314,6
13315,7
13316,8
13317,1
13318,3
13319,9
13320,13
13321,4
13322,3
13323,1
13324,8
13325,4
13326,11
13327,5
13328,3
13329,5
13330,1
13331,5
13332,5
13333,6
13334,7
13335,3
13336,9
13337,3
13338,8
13339,1
13340,7
13341,2
13342,11
13343,11
13344,25
13345,2
13346,3
13347,1
13348,6
13349,3
13350,2
13351,5
13352,7
13353,19
13354,5
13355,7
13356,15
13357,11
13358,7
13359,11
13360,11
13361,6
13362,7
13363,3
13364,21
13365,6
13366,6
13367,9
13368,8
13369,8
13370,2
13371,1
13372,6
13373,3
13374,3
13375,5
13376,4
13377,4
13378,5
13379,13
13380,12
13381,9
13382,6
13383,2
13384,3
13385,4
13386,1
13387,1
13388,3
13389,3
13390,2
13391,1
13392,6
13393,9
13394,6
13395,16
13396,1
13397,27
13398,1
13399,6
13400,6
13401,2
13402,8
13403,2
13404,4
13405,8
13406,1
13407,9
13408,11
13409,8
13410,5
13411,3
13412,3
13413,8
13414,8
13415,4
13416,1
13417,3
13418,15
13419,5
13420,2
13421,1
13422,1
13423,4
13424,1
13425,5
13426,5
13427,7
13428,3
13429,4
13430,1
13431,8
13432,3
13433,2
13434,2
13435,2
13436,5
13437,1
13438,2
13439,3
13440,7
13441,5
13442,3
13443,1
13444,1
13445,6
13446,3
13447,12
13448,2
13449,2
13450,4
13451,2
13452,2
13453,1
13454,2
13455,1
13456,5
13457,1
13458,3
13459,3
13460,1
13461,10
13462,7
13463,3
13464,7
13465,1
13466,2
13467,2
13468,5
13469,2
13470,5
13471,5
13472,8
13473,2
13474,2
13475,2
13476,7
13477,3
13478,3
13479,7
13480,5
13481,2
13482,1
13483,14
13484,3
13485,6
13486,3
13487,3
13488,7
13489,1
13490,1
13491,5
13492,5
13493,3
13494,14
13495,5
13496,8
13497,20
13498,8
13499,3
13500,4
13501,5
13502,7
13503,9
13504,1
13505,23
13506,3
13507,6
13508,8
13509,2
13510,3
13511,5
13512,4
13513,5
13514,7
13515,1
13516,3
13517,2
13518,3
13519,6
13520,7
13521,3
13522,1
13523,5
13524,4
13525,7
13526,1
13527,8
13528,1
13529,2
13530,1
13531,1
13532,3
13533,5
13534,8
13535,1
13536,2
13537,4
13538,8
13539,1
13540,5
13541,1
13542,1
13543,1
13544,14
13545,2
13546,5
13547,6
13548,2
13549,2
13550,7
13551,36
13552,6
13553,5
13554,8
13555,3
13556,1
13557,3
13558,3
13559,4
13560,2
13561,2
13562,4
13563,6
13564,2
13565,6
13566,7
13567,9
13568,12
13569,4
13570,1
13571,18
13572,39
13573,4
13574,23
13575,4
13576,1
13577,2
13578,2
13579,1
13580,4
13581,2
13582,1
13583,3
13584,4
13585,3
13586,1
13587,1
13588,10
13589,2
13590,9
13591,2
13592,8
13593,5
13594,2
13595,7
13596,1
13597,4
13598,8
13599,2
13600,5
13601,2
13602,1
13603,3
13604,4
13605,2
13606,2
13607,2
13608,5
13609,1
13610,1
13611,2
13612,7
13613,3
13614,3
13615,1
13616,3
13617,1
13618,3
13619,14
13620,13
13621,5
13622,3
13623,6
13624,2
13625,2
13626,5
13627,8
13628,7
13629,6
13630,4
13631,7
13632,6
13633,2
13634,1
13635,2
13636,6
13637,1
13638,3
13639,4
13640,4
13641,3
13642,5
13643,18
13644,6
13645,3
13646,5
13647,3
13648,10
13649,5
13650,1
13651,3
13652,5
13653,4
13654,4
13655,1
13656,5
13657,2
13658,1
13659,1
13660,3
13661,3
13662,2
13663,1
13664,3
13665,1
13666,2
13667,2
13668,1
13669,10
13670,2
13671,7
13672,4
13673,3
13674,5
13675,2
13676,1
13677,3
13678,5
13679,1
13680,2
13681,2
13682,3
13683,1
13684,3
13685,3
13686,3
13687,1
13688,1
13689,6
13690,3
13691,2
13692,8
13693,2
13694,4
13695,7
13696,3
13697,3
13698,5
13699,2
13700,4
13701,1
13702,1
13703,4
13704,7
13705,8
13706,2
13707,5
13708,4
13709,4
13710,4
13711,2
13712,12
13713,7
13714,13
13715,6
13716,4
13717,5
13718,3
13719,5
13720,16
13721,6
13722,2
13723,4
13724,5
13725,2
13726,12
13727,11
13728,1
13729,3
13730,3
13731,3
13732,3
13733,3
13734,1
13735,2
13736,10
13737,5
13738,4
13739,8
13740,2
13741,3
13742,1
13743,2
13744,8
13745,2
13746,4
13747,2
13748,1
13749,4
13750,3
13751,1
13752,2
13753,2
13754,3
13755,2
13756,1
13757,2
13758,2
13759,2
13760,3
13761,1
13762,6
13763,6
13764,1
13765,2
13766,2
13767,2
13768,4
13769,1
13770,1
13771,3
13772,5
13773,5
13774,5
13775,3
13776,3
13777,11
13778,2
13779,10
13780,4
13781,4
13782,1
13783,1
13784,1
13785,1
13786,2
13787,1
13788,4
13789,2
13790,2
13791,2
13792,1
13793,5
13794,5
13795,1
13796,1
13797,2
13798,4
13799,2
13800,4
13801,5
13802,3
13803,2
13804,3
13805,3
13806,1
13807,1
13808,2
13809,2
13810,4
13811,1
13812,2
13813,4
13814,2
13815,1
13816,1
13817,2
13818,1
13819,3
13820,1
13821,1
13822,2
13823,3
13824,3
13825,2
13826,2
13827,2
13828,1
13829,1
13830,1
13831,4
13832,2
13833,3
13834,5
13835,2
13836,1
13837,7
13838,4
13839,5
13840,8
13841,3
13842,3
13843,3
13844,2
13845,11
13846,1
13847,1
13848,2
13849,1
13850,3
13851,2
13852,1
13853,2
13854,4
13855,2
13856,1
13857,1
13858,2
13859,1
13860,1
13861,4
13862,1
13863,3
13864,1
13865,4
13866,2
13867,1
13868,1
13869,1
13870,1
13871,2
13872,1
13873,4
13874,4
13875,2
13876,2
13877,1
13878,5
13879,1
13880,1
13881,3
13882,1
13883,1
13884,2
13885,3
13886,1
13887,1
13888,1
13889,2
13890,1
13891,1
13892,1
13893,3
13894,1
13895,1
13896,2
13897,1
13898,2
13899,1
13900,1
13901,1
13902,2
13903,1
13904,1
13905,11
13906,2
13907,2
13908,2
13909,1
13910,5
13911,1
13912,1
13913,1
13914,1
13915,1
13916,1
13917,1
13918,1
13919,4
13920,1
13921,1
13922,1
13923,4
13924,1
13925,1
13926,1
13927,1
13928,3
13929,1
13930,1
13931,1
13932,1
13933,1
13934,1
13935,2
13936,2
13937,2
13938,1
13939,1
13940,1
13941,1
13942,1
13943,1
13944,1
13945,1
13946,1
13947,5
13948,4
13949,7
13950,6
13951,3
13952,4
13953,1
13954,2
13955,2
13956,1
13957,6
13958,4
13959,1
13960,5
13961,3
13962,8
13963,5
13964,1
13965,1
13966,4
13967,1
13968,5
13969,3
13970,14
13971,2
13972,4
13973,2
13974,3
13975,1
13976,1
13977,3
13978,7
13979,13
13980,5
13981,10
13982,11
13983,2
13984,3
13985,3
13986,5
13987,2
13988,5
13989,3
13990,2
13991,3
13992,1
13993,3
13994,1
13995,2
13996,2
13997,2
13998,3
13999,2
14000,2
14001,5
14002,2
14003,12
14004,2
14005,6
14006,4
14007,5
14008,3
14009,9
14010,3
14011,1
14012,7
14013,15
14014,2
14015,5
14016,1
14017,3
14018,5
14019,3
14020,4
14021,10
14022,5
14023,2
14024,1
14025,3
14026,14
14027,2
14028,2
14029,2
14030,3
14031,3
14032,5
14033,9
14034,1
14035,12
14036,6
14037,2
14038,1
14039,4
14040,1
14041,2
14042,3
14043,2
14044,2
14045,4
14046,5
14047,6
14048,3
14049,1
14050,3
14051,4
14052,2
14053,1
14054,2
14055,3
14056,1
14057,3
14058,2
14059,1
14060,2
14061,1
14062,1
14063,2
14064,1
14065,5
14066,9
14067,1
14068,3
14069,2
14070,3
14071,3
14072,3
14073,6
14074,6
14075,5
14076,6
14077,2
14078,5
14079,2
14080,6
14081,4
14082,2
14083,2
14084,2
14085,5
14086,11
14087,3
14088,2
14089,1
14090,1
14091,1
14092,10
14093,2
14094,2
14095,2
14096,2
14097,8
14098,8
14099,3
14100,5
14101,2
14102,11
14103,5
14104,28
14105,8
14106,15
14107,3
14108,3
14109,2
14110,5
14111,5
14112,3
14113,6
14114,3
14115,4
14116,12
14117,13
14118,1
14119,2
14120,5
14121,5
14122,4
14123,14
14124,4
14125,8
14126,8
14127,9
14128,5
14129,4
14130,4
14131,6
14132,10
14133,4
14134,4
14135,3
14136,2
14137,6
14138,2
14139,1
14140,2
14141,4
14142,3
14143,3
14144,4
14145,4
14146,4
14147,4
14148,4
14149,3
14150,4
14151,2
14152,28
14153,2
14154,2
14155,5
14156,4
14157,7
14158,4
14159,2
14160,2
14161,2
14162,3
14163,8
14164,8
14165,4
14166,4
14167,8
14168,2
14169,3
14170,8
14171,14
14172,5
14173,3
14174,5
14175,7
14176,3
14177,5
14178,4
14179,6
14180,1
14181,1
14182,1
14183,2
14184,2
14185,8
14186,9
14187,5
14188,10
14189,3
14190,2
14191,4
